0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
º«¼Ò»´,Îâ½£·æ,,20170901,20181001,M,Fas/Lpr,,,,,,,,,,,,,,B,201,0,2,6,ÊÜ¾«ÂÑ¸´ËÕ,ÊÜ¾«ÂÑ¸´ËÕ
º«¼Ò»´,Îâ½£·æ,,20170901,20181001,F,Fas/Lpr,,,,,,,,,,,,,,B,201,0,2,6,ÊÜ¾«ÂÑ¸´ËÕ,ÊÜ¾«ÂÑ¸´ËÕ
º«¼Ò»´,Îâ½£·æ,,20170901,20181001,F,Fas/Lpr,,,,,,,,,,,,,,B,201,0,2,6,ÊÜ¾«ÂÑ¸´ËÕ,ÊÜ¾«ÂÑ¸´ËÕ


º«¼Ò»´,»Æ¿­,2623,20180130,20180226,M,C57BL/6J,,,,RIP1 D325A,(+/-),,,,,,,,,C,108,1,4,3,,
º«¼Ò»´,Îâ½£·æ,2623,20180401,20180421,M,C57BL/6J,,AID-CRE,,,,,,,,p38¦Áf/f,,,,B,201,1,1,1,9368,

º«¼Ò»´,»Æ¿­,2624,20180130,20180226,M,C57BL/6J,,,,RIP1 D325A,(+/-),,,,,,,,,C,108,1,4,3,,
º«¼Ò»´,Îâ½£·æ,2624,20180401,20180421,M,C57BL/6J,,AID-CRE,,,,,,,,p38¦Áf/f,,,,B,201,1,1,1,9368,

º«¼Ò»´,»Æ¿­,2625,20180130,20180226,M,C57BL/6J,,,,RIP1 D325A,(+/-),,,,,,,,,C,108,1,4,3,,
º«¼Ò»´,Îâ½£·æ,2625,20180401,20180421,F,C57BL/6J,,AID-CRE,,,,,,,,p38¦Áf/f,,,,B,201,1,1,2,9368,

º«¼Ò»´,»Æ¿­,2628,20180130,20180226,M,C57BL/6J,,,,RIP1 D325A,(+/-),,,,,,,,,C,108,1,4,3,,
º«¼Ò»´,Îâ½£·æ,2628,20180201,20180221,M,C57BL/6J,,AID-CRE,,,,,,,,p38¦Áf/f,,,,B,201,1,1,3,Mix,


º«¼Ò»´,ÁõÒÕ·Æ,2564,20180102,,M,C57BL/6J,,,,MPTX-1,(+/-),MPTX-2,(+/-),,,,,,,C,104,2,3,3,,
º«¼Ò»´,Îâ½£·æ,2564,20180505,20180528,M,C57BL/6J,,CD19-CRE,,,,,,,,p38¦Áf/f,,,,B,201,9,3,8,4467,

º«¼Ò»´,ÁõÒÕ·Æ,2567,20180102,,M,C57BL/6J,,,,MPTX-1,(+/-),MPTX-2,(+/-),,,,,,,C,104,2,3,3,,
º«¼Ò»´,Îâ½£·æ,2567,20180505,20180528,M,C57BL/6J,,CD19-CRE,,,,,,,,p38¦Áf/f,,,,B,201,9,3,8,4467,

º«¼Ò»´,ÁõÒÕ·Æ,2568,20180102,,M,C57BL/6J,,,,MPTX-1,(+/-),MPTX-2,(+/-),,,,,,,C,104,2,3,3,,
º«¼Ò»´,Îâ½£·æ,2568,20180505,20180528,F,C57BL/6J,,CD19-CRE,,,,,,,,p38¦Áf/f,,,,B,201,9,3,9,4467,

º«¼Ò»´,ÁõÒÕ·Æ,2569,20180102,,M,C57BL/6J,,,,MPTX-1,(+/-),MPTX-2,(+/-),,,,,,,C,104,2,3,3,,
º«¼Ò»´,Îâ½£·æ,2569,20180505,20180528,F,C57BL/6J,,CD19-CRE,,,,,,,,p38¦Áf/f,,,,B,201,9,3,9,4467,

